2014-12-3 10:30,2702
2014-12-3 11:00,2711
2014-12-3 11:40,2721
2014-12-3 12:00,2733
2014-12-3 12:30,2739
2014-12-3 13:00,2748
2014-12-3 14:00,2760
2014-12-3 14:30,2770
2014-12-3 15:30,2793
2014-12-3 16:00,2803
2014-12-3 16:30,2817
2014-12-3 17:00,2828
2014-12-3 17:30,2836
2014-12-3 18:00,2848
2014-12-3 18:30,2868
2014-12-3 19:00,2877
2014-12-3 19:30,2888
2014-12-3 20:00,2895
2014-12-3 20:30,2907
2014-12-3 21:00,2926
2014-12-3 21:30,2940
2014-12-3 22:00,2948
2014-12-3 22:30,2962
2014-12-3 23:00,2967
2014-12-3 23:30,2970
2014-12-4 0:00,2977
2014-12-4 0:30,2983
2014-12-4 1:00,2993
2014-12-4 1:30,3002
2014-12-4 2:00,3007
2014-12-4 2:30,3014
2014-12-4 3:00,3025
2014-12-4 3:30,3034
2014-12-4 4:00,3037
2014-12-4 4:30,3045
2014-12-4 5:00,3056
2014-12-4 5:30,3062
2014-12-4 6:00,3073
2014-12-4 6:30,3078
2014-12-4 7:00,3084
2014-12-4 7:30,3090
2014-12-4 8:00,3094
2014-12-4 8:30,3104
2014-12-4 9:00,3107
2014-12-4 9:30,3113
2014-12-4 10:00,3117
2014-12-4 10:30,3121
2014-12-4 11:00,3129
2014-12-4 11:30,3134
2014-12-4 12:00,3140
2014-12-4 12:30,3143
2014-12-4 13:00,3151
2014-12-4 13:30,3157
2014-12-4 14:00,3165
2014-12-4 14:30,3179
2014-12-4 15:00,3188
2014-12-4 15:30,3198
2014-12-4 16:30,3222
2014-12-4 17:00,3237
2014-12-4 17:30,3244
2014-12-4 18:00,3252
2014-12-4 18:30,3265
2014-12-4 19:00,3274
2014-12-4 19:30,3284
2014-12-4 20:00,3293
2014-12-4 20:30,3304
2014-12-4 21:00,3315
2014-12-4 21:30,3324
2014-12-4 22:00,3334
2014-12-4 22:30,3344
2014-12-4 23:00,3351
2014-12-4 23:30,3362
2014-12-5 0:00,3370
2014-12-5 0:30,3374
2014-12-5 1:00,3380
2014-12-5 1:30,3389
2014-12-5 2:00,3394
2014-12-5 2:30,3401
2014-12-5 3:00,3406
2014-12-5 3:30,3415
2014-12-5 4:00,3426
2014-12-5 4:30,3432
2014-12-5 5:00,3440
2014-12-5 5:30,3444
2014-12-5 6:00,3452
2014-12-5 6:30,3459
2014-12-5 7:00,3463
2014-12-5 7:30,3470
2014-12-5 8:00,3475
2014-12-5 8:30,3480
2014-12-5 9:00,3487
2014-12-5 9:30,3492
2014-12-5 10:00,3496
2014-12-5 10:30,3500
2014-12-5 11:00,3509
2014-12-5 11:30,3511
2014-12-5 12:00,3518
2014-12-5 12:30,3524
2014-12-5 13:00,3534
2014-12-5 13:30,3541
2014-12-5 14:00,3547
2014-12-5 14:30,3561
2014-12-5 15:00,3568
2014-12-5 15:30,3574
2014-12-5 16:00,3580
2014-12-5 16:30,3587
2014-12-5 17:00,3599
2014-12-5 17:30,3607
2014-12-5 18:00,3616
2014-12-5 18:30,3629
2014-12-5 19:00,3641
2014-12-5 19:30,3647
2014-12-5 20:00,3652
2014-12-5 20:30,3661
2014-12-5 21:00,3670
2014-12-5 21:30,3684
2014-12-5 22:00,3696
2014-12-5 22:30,3701
2014-12-5 23:00,3712
2014-12-5 23:30,3718
2014-12-6 0:00,3723
2014-12-6 0:30,3731
2014-12-6 1:00,3740
2014-12-6 1:30,3747
2014-12-6 2:00,3753
2014-12-6 2:30,3754
2014-12-6 3:00,3760
2014-12-6 3:30,3765
2014-12-6 4:00,3767
2014-12-6 4:30,3773
2014-12-6 5:00,3778
2014-12-6 5:30,3780
2014-12-6 6:00,3785
2014-12-6 6:30,3788
2014-12-6 7:00,3793
2014-12-6 7:30,3797
2014-12-6 8:00,3802
2014-12-6 8:30,3805
2014-12-6 9:00,3806
2014-12-6 9:30,3809
2014-12-6 10:00,3810
2014-12-6 10:30,3814
2014-12-6 11:00,3819
2014-12-6 11:30,3822
2014-12-6 12:00,3827
2014-12-6 12:30,3831
2014-12-6 13:00,3834
2014-12-6 13:30,3839
2014-12-6 14:00,3846
2014-12-6 14:30,3854
2014-12-6 15:00,3864
2014-12-6 15:30,3870
2014-12-6 16:00,3879
2014-12-6 16:30,3887
2014-12-6 17:00,3893
2014-12-6 17:30,3901
2014-12-6 18:00,3905
2014-12-6 18:30,3911
2014-12-6 19:00,3919
2014-12-6 19:30,3924
2014-12-6 20:00,3931
2014-12-6 20:30,3939
2014-12-6 21:00,3945
2014-12-6 21:30,3952
2014-12-6 22:00,3958
2014-12-6 22:30,3965
2014-12-6 23:00,3973
2014-12-6 23:30,3979
2014-12-7 0:00,3985
2014-12-7 0:30,3987
