2020-12-01 17:45,302
2020-12-01 18:00,396
2020-12-01 18:15,506
2020-12-01 18:30,598
2020-12-01 18:45,693
2020-12-01 19:00,772
2020-12-01 19:15,836
2020-12-01 19:30,895
2020-12-01 19:45,947
2020-12-01 20:00,996
2020-12-01 20:15,1034
2020-12-01 20:30,1066
2020-12-01 20:45,1126
2020-12-01 21:00,1183
2020-12-01 21:15,1231
2020-12-01 21:30,1275
2020-12-01 21:45,1308
2020-12-01 22:00,1348
2020-12-01 22:15,1390
2020-12-01 22:30,1416
2020-12-01 22:45,1454
2020-12-01 23:00,1493
2020-12-01 23:15,1513
2020-12-01 23:30,1541
2020-12-01 23:45,1575
2020-12-02 00:00,1607
2020-12-02 00:15,1626
2020-12-02 00:30,1665
2020-12-02 00:45,1697
2020-12-02 01:00,1723
2020-12-02 01:15,1746
2020-12-02 01:30,1774
2020-12-02 01:45,1797
2020-12-02 02:00,1815
2020-12-02 02:15,1833
2020-12-02 02:30,1860
2020-12-02 02:45,1890
2020-12-02 03:00,1917
2020-12-02 03:15,1930
2020-12-02 03:30,1948
2020-12-02 03:45,1967
2020-12-02 04:00,1990
2020-12-02 04:15,2013
2020-12-02 04:30,2025
2020-12-02 04:45,2037
2020-12-02 05:00,2046
2020-12-02 05:15,2060
2020-12-02 05:30,2071
2020-12-02 05:45,2083
2020-12-02 06:00,2095
2020-12-02 06:15,2118
2020-12-02 06:30,2134
2020-12-02 06:45,2145
2020-12-02 07:07,2167
2020-12-02 07:21,2179
2020-12-02 07:30,2189
2020-12-02 07:45,2198
2020-12-02 08:00,2215
2020-12-02 08:15,2230
2020-12-02 08:30,2246
2020-12-02 08:45,2264
2020-12-02 09:00,2276
2020-12-02 09:15,2295
2020-12-02 09:30,2307
2020-12-02 09:45,2316
2020-12-02 10:00,2331
2020-12-02 10:15,2347
2020-12-02 10:30,2361
2020-12-02 10:45,2372
2020-12-02 11:00,2388
2020-12-02 11:15,2405
2020-12-02 11:30,2424
2020-12-02 11:45,2438
2020-12-02 12:00,2455
2020-12-02 12:15,2480
2020-12-02 12:30,2497
2020-12-02 12:45,2516
2020-12-02 13:00,2534
2020-12-02 13:15,2554
2020-12-02 13:30,2578
2020-12-02 13:45,2597
2020-12-02 14:00,2606
2020-12-02 14:15,2621
2020-12-02 14:30,2642
2020-12-02 14:45,2657
2020-12-02 15:00,2689
2020-12-02 15:15,2710
2020-12-02 15:30,2745
